1,,1,,,,,ビーラヴド,,牝,3,,藤岡康太,54,  , ,101,+,T1400,後, 76,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ホットロード,,牝,3,,岩崎翼,53,☆, , 96,,D1400,中, 70,|,D1400,中, 47,|,D1800,中, 58,|,D1800,中, 68,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,コンフェッシオン,,牝,3,*,岡田祥嗣,54,  , , 86,,D1800,後, 51,+,D1800,－,中止,|,D1800,後, 48,+,D1800,逃,  3,|,T1800,中, 65,+,T1400,後, 43,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ケンブリッジデイズ,,牝,3,*,松山弘平,54,  , ,107,,D1800,中, 78,|,T1400,中, 77,|,D1400,後, 70,|,D1200,後, 77,|,D1800,先, 77,|,T1600,先, 77,|,D1400,先, 79,|,T1400,先, 79,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,テーオーディオネ,,牝,3,,荻野琢真,54,  , ,  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,6,,,,,サトノマジカル,,牝,3,,幸英明,54,  , ,102,,D1400,後, 78,|,D1400,後, 71,|,D1200,後, 75,|,D1200,後, 75,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,グランドセントラル,,牝,3,,四位洋文,54,  , ,  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,エンプレスダンス,,牝,3,*,和田竜二,54,  , ,104,,D1400,中, 68,+,D1400,中, 79,+,D1700,先, 79,|,D1700,先, 84,|,D1200,中, 82,|,D1200,中, 80,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,グレイスタイム,,牝,3,,鮫島良太,54,  , ,  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ナリタノヘア,,牝,3,,Ｍ．デム,54,  , ,104,,D1800,中, 73,|,D1800,中, 81,|,D1200,中, 74,|,D1400,先, 77,|,D1200,後, 69,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,ネオヴォーグ,,牝,3,*,加藤祥太,51,▲, , 92,+,T1200,後, 69,|,D1400,先, 59,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,ソルフェジオ,,牝,3,,岩田康誠,54,  , ,103,+,D1400,中, 72,|,D1400,中, 79,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,トウケイワイルド,,牝,3,*,太宰啓介,54,  , , 98,,D1400,先,２着,+,D1400,中, 74,|,D1800,先, 69,|,D1400,中, 62,|,D1400,後, 82,|,T1200,後, 69,|,D1400,後, 41,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,エターナルカラー,,牝,3,,川田将雅,54,  , ,  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,ゲットミー,,牝,3,*,藤懸貴志,54,  , , 95,,D1400,－,除外,+,D1800,後, 65,|,D1400,後, 64,|,T1400,逃, 59,|,T1400,中, 70,|,T1200,中, 75,|,T1200,先, 74,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
