1,,1,,,,,サマーサティ,,牝,3,*,岡田祥嗣,54,  , , 83,,T1400,中, 56,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ナムラヒューマン,,牡,3,,小牧太,56,  , ,116,,D1200,後, 84,|,D1200,中, 79,|,D1400,中, 76,|,D1400,先, 82,|,D1200,先, 82,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,エンデヴァー,,牡,3,*,国分恭介,56,  , ,110,,D1200,先, 80,|,D1200,中, 81,|,D1200,後, 70,|,D1200,中, 83,|,D1400,中, 71,|,T1200,中, 74,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ワンダーユナニーム,,牡,3,*,義英真,53,▲, ,105,,D1200,先, 70,|,D1400,逃, 74,|,T1200,後, 69,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,5,,,,,クリノコクシムソウ,,牡,3,*,太宰啓介,56,  , , 91,,D1400,中,８着,|,D1200,中, 54,+,T1800,後,  7,|,T1200,後, 59,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,マートンパーク,,牝,3,,北村友一,54,  , ,  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,アサケカペラ,,牡,3,,岩崎翼,54,△, ,120,,D1200,逃, 82,|,D1200,逃, 84,+,D1200,先, 72,|,D1200,先, 72,|,D1200,先, 64,+,D1000,先, 82,|,D1000,先, 80,|,T1200,先, 73,|,T1200,先, 71,=,T1400,逃, 50,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,グレートブレス,,牡,3,*,城戸義政,53,▲, ,102,+,D1200,先, 76,|,D1400,先, 73,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,カネトシバリアント,,牡,3,*,川田将雅,56,  , ,108,,D1200,中, 80,|,D1200,中, 75,|,D1200,先, 61,|,D1200,先, 63,|,D1200,先, 65,|,D1200,先, 82,|,D1200,先, 78,|,D1400,先, 76,|,T1600,中, 64,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,トップリバティ,,牡,3,*,松山弘平,56,  , ,123,,D1400,先, 84,|,D1400,先, 83,|,D1700,先, 72,+,D1700,中, 59,|,D1800,先, 62,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,プリンセステンダリ,,牝,3,*,国分優作,54,  , , 92,,D1200,後, 73,|,D1800,後, 34,|,T1800,中, 63,|,D1200,後, 60,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,コウエイサムライ,,牡,3,*,高倉稜,56,  , , 97,,D1400,中, 66,+,T2000,中, 61,|,T1600,後, 74,|,D1800,先, 55,|,T1600,後, 73,|,T1400,後, 78,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,サンビショップ,,セ,3,*,吉田豊,56,  , ,112,,D1200,先, 80,|,D1200,中, 80,|,D1700,後, 69,|,D1400,後, 78,|,D1200,中, 76,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,マヤノパーチェム,,牡,3,,秋山真一,56,  , ,  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ダンツラッシュ,,牡,3,*,幸英明,56,  , ,109,,D1200,先, 73,|,D1200,先, 75,|,D1400,逃, 82,|,T1400,後, 74,+,T1500,後, 66,|,T1500,中, 79,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,リミットレス,,牡,3,,鮫島克駿,53,▲, ,110,,D1200,後, 80,|,D1200,中, 79,|,D1200,中, 77,|,D1200,中, 77,|,D1400,後, 53,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
