1,,1,,,,,ジャマイカジョー,,牡,7,*,国分恭介,57,  , ,102,,D1800,中, 89,|,D1800,中, 90,|,D1200,後, 87,|,D1400,後, 96,|,D1400,後, 90,|,D1200,後, 93,+,D1700,中, 88,|,D1400,中, 92,|,D1200,後, 85,|,D1200,後, 95,+,D1400,後, 89,|,D1200,後, 93,|,D1200,後, 96,|,D1200,後, 93,|,D1400,中, 88,|,D1400,中, 97,|,D1400,後, 90,|,D1700,先, 94,|,D1700,中, 87,+,D1200,後, 88,|,D1200,中, 92,|,D1200,中, 87,|,D1200,中, 91,|,D1200,先, 88,|,D1200,後, 89,|,D1200,中, 88,|,D1400,先, 86,|,D1200,中, 90,+,D1200,後, 86,|,D1200,後, 87,|,D1200,中, 89,|,D1200,中, 98,|,D1200,中, 93,|,D1200,中, 87,|,D1200,後, 87,|,D1200,後, 87,|,D1200,先, 87,|,D1200,先, 92,|,D1200,中, 85,|,D1400,後, 90,|,D1400,後, 83,|,D1400,中, 92,|,D1200,中, 83,|,D1200,後, 83,|,D1700,先, 82,+,D1200,中, 79,|,D1200,中, 81,|,D1200,中, 89,|,D1200,先, 82,|,D1200,中, 79,|,D1200,中, 79,|,D1400,先, 68,|,D1200,先, 79,|,T1600,後, 70,|,T1400,後, 69,|,T1400,後, 71,|,T1200,先, 71,|,T1600,中, 58,|,T1600,後, 71,|,
2,,2,,,,,リゼコーフィー,,牡,4,*,吉田豊,57,  , ,  0,,D1400,マ,１着,|,D1300,先,１着,=,D1300,先,３着,|,D1300,先,１着,=,D1300,先,１着,|,D1300,逃,１着,=,D1300,逃,１着,|,D1600,先,３着,|,D1300,逃,１着,|,T1800,中, 50,|,D1800,後, 66,|,T1600,後, 65,|,T1800,後, 49,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,タイマツリ,,牡,4,*,城戸義政,54,▲, , 91,,D1800,後, 81,+,D1800,先,１着,|,D1400,先,１着,|,D1400,中,１着,=,D1400,先,２着,|,D1800,中, 77,|,D1700,中, 75,|,D1700,先, 73,|,D1800,逃, 77,+,D1800,後, 68,|,D1800,逃, 72,+,D1400,後, 56,|,D1200,中, 56,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,ハナズリベンジ,,牝,4,*,岩崎翼,53,△, ,102,,D1800,中, 90,|,D1700,先, 89,+,T2000,後, 86,|,D1700,後, 83,+,T1800,－,中止,|,D1800,先, 89,|,D1800,先, 87,+,D1800,先, 81,|,D1800,中, 75,|,D1800,後, 79,|,T1600,後, 60,|,T1600,中, 72,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,サンマルリジイ,,牝,6,*,小林徹弥,55,  , , 84,=,D1800,後, 60,|,D1800,後, 73,=,D1800,先, 89,|,D1800,後, 75,=,D1700,後, 68,|,D1700,後, 65,+,D1800,逃, 63,|,D1800,後, 68,|,D1800,先, 70,|,D1200,後, 75,+,D1400,先, 81,|,D2000,中, 66,|,T1800,中, 81,|,D1800,後, 78,|,D1800,後, 77,+,D1700,先, 90,|,D1800,先, 84,|,D1800,後, 80,|,D1800,先, 89,=,D1800,逃, 81,|,T1200,後, 78,|,T1200,中, 82,|,T1400,先, 61,|,D1900,中, 64,+,D1400,中, 69,|,D1400,後, 80,+,D1800,逃, 80,|,D1800,先, 75,|,D1800,先, 75,|,D1800,後, 55,|,T1400,中, 66,|,T1200,中, 70,|,T1600,中, 60,|,T1200,中, 72,|,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,ヨヨギマック,,牡,4,,川田将雅,57,  , ,  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,7,,,,,プリンスダム,,牡,4,*,幸英明,57,  , ,113,,D1800,中, 91,|,D1800,中, 98,|,D1900,先, 95,|,D1900,先, 94,+,T1800,後, 58,|,T1800,中, 84,+,T2200,後, 81,+,T1800,先, 85,|,T1800,後, 79,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,ヴィッセン,,牡,4,,松山弘平,57,  , ,  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,マイネルハルカゼ,,牡,5,*,柴田未崎,57,  , ,101,+,D1800,中, 89,|,D1900,先, 95,|,D1800,中, 85,|,D1800,先, 97,+,D1700,先, 98,|,D1700,先, 92,|,D1700,先, 96,|,D1900,先, 95,|,D1800,逃, 94,+,D1800,中, 77,|,D1800,先,100,|,D1800,逃, 92,|,D1800,逃, 89,|,D1800,中, 71,+,D1800,逃, 80,|,D1800,先, 81,|,D1800,先, 71,|,D1800,逃, 82,|,D1800,中, 75,|,D1800,中, 57,|,T1800,中, 64,|,D1400,中, 71,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,ツルマルスピリット,,牡,8,*,鮫島克駿,54,▲, ,101,,D1800,後, 86,|,D1800,中, 79,+,D1800,先, 99,|,D1700,中, 92,+,D1800,後, 93,|,D1800,先, 87,|,D1800,先, 91,+,D1800,後, 96,|,D1800,中,100,|,D1800,先, 92,|,D1800,先, 99,|,D1800,先,100,+,D1800,先, 95,|,D1800,先,104,|,D1700,先,101,|,D1800,先,100,|,D1800,先,102,|,D1800,中,101,|,D1800,中, 95,|,D1800,後, 94,|,D1700,中,100,|,D1700,先, 97,+,D1400,中, 90,|,D1800,中, 96,|,D1400,中, 93,|,D1400,中, 97,|,D1400,先, 97,|,D1400,中,100,|,T1800,中, 90,|,D1800,先, 91,+,D1700,後, 87,|,D1800,中, 87,|,D1800,先,104,|,D1800,先, 97,|,D1800,先, 98,|,D1700,先, 98,+,D1800,先, 99,|,D1800,中, 96,|,D1800,先, 99,|,D1800,先, 92,|,D1700,先, 90,|,D1800,先, 93,+,D1800,先, 90,|,D1800,先, 90,|,D1800,先, 80,|,T2000,中, 74,|,T1800,先, 72,+,T1600,－,除外,|,T1800,後, 63,|,,,,,,,,,,,
6,,11,,,,,カトラス,,セ,5,*,藤田伸二,57,  , ,110,,D1800,中, 92,|,D1800,先, 98,|,D1800,逃,１着,|,D1900,先, 84,=,D1800,中, 75,|,D1400,先,２着,+,D1700,後, 82,|,D1700,中, 85,|,T1800,中, 72,|,D1700,先, 73,|,D1700,先, 87,=,D1700,中, 81,+,D1800,中, 92,+,D1800,逃, 91,|,D1700,中, 84,|,D1800,逃, 92,|,D1200,中, 86,|,D1400,先, 74,=,D1400,中, 83,+,D1200,逃, 82,|,D1200,中, 81,|,D1200,先, 77,|,D1200,中, 75,|,D1200,先, 80,|,D1800,中, 69,|,D1800,先, 76,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,12,,,,,デビルズハーツ,,牡,5,*,四位洋文,57,  , ,123,,D1800,中, 98,|,D1800,先, 92,|,D2400,先, 88,|,D1800,先, 91,=,D1800,中, 82,|,D1900,先, 87,|,D1800,中, 88,+,D1700,後, 78,=,D1700,中, 84,|,D1700,中, 87,+,T2000,後, 69,+,D1800,後, 78,+,D1900,先, 85,|,D1800,先, 84,|,D1900,先, 83,|,T2000,中, 64,|,T2000,後, 76,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,ヒロノエンペラー,,牡,5,,藤岡康太,57,  ,>,103,+,D1900,逃, 93,|,D1800,先, 86,|,D1800,後, 86,=,D1400,後, 84,+,D1400,先, 83,|,D1200,後, 86,+,D1200,後, 83,|,D1200,後, 85,|,D1200,中, 87,|,D1200,後, 85,+,D1700,後, 65,|,D1800,先, 85,+,D1800,中, 79,|,D1800,逃, 81,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,トーセンギャラリー,,牡,6,*,太宰啓介,57,  , , 95,,T2000,中, 87,+,T2000,後, 94,|,T2000,中, 92,=,T2200,中, 89,|,T2000,後, 96,|,T2400,中, 81,+,T1800,中, 92,|,T2000,後, 93,+,T1800,後, 99,|,T2200,後, 93,|,T2200,後, 88,|,T2200,後, 89,|,T1800,中, 91,+,T1800,後, 95,|,T2000,中, 97,|,T2000,後, 92,|,T1800,先, 89,|,T2000,中, 93,|,T2200,後, 90,|,T2000,中, 90,+,T2000,中, 88,|,T2400,中, 84,|,T1800,中, 81,+,T2000,中, 78,|,T2000,中, 78,|,T2000,先, 72,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,キングブレイク,,牡,6,*,義英真,54,▲, ,108,,D1800,後, 89,|,D1800,後, 98,|,D1900,後, 83,|,D1800,中, 99,+,D1800,後, 97,|,D1700,後, 95,|,D1800,先, 76,|,D1800,先, 98,|,D1400,中, 84,+,D1800,先, 96,|,D1800,先, 99,|,D1700,中, 87,|,D1700,中, 99,|,D1800,先,100,+,D1800,先, 98,|,D1700,中,106,|,D1800,先, 97,|,D1800,先,106,+,D1800,中, 98,|,D1800,先, 97,|,D1700,先,101,|,D1600,後, 97,|,D1800,先,100,|,D1800,逃, 96,|,D1800,逃, 83,+,T2000,先, 76,|,T2000,先, 76,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
