1,,1,,,,,ナンゴクミチカ,,牝,3,*,藤岡佑介,54,  , , 98,,T1400,後, 71,+,T1400,後, 77,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,エナジャイズ,,牝,3,*,国分優作,54,  , ,102,,D1800,先, 62,|,D1700,先, 72,|,D1800,後, 67,|,D1800,中, 62,|,T1800,先, 59,|,T1600,中, 69,|,T1400,中, 54,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,スノーライン,,牝,3,,幸英明,54,  , ,  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,エネルリリー,,牝,3,,岩崎翼,52,△, , 93,,D1200,中, 67,|,T1600,先, 52,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,モンドリュミエール,,牝,3,*,義英真,51,▲, ,103,,D1800,先, 73,|,D1200,中, 69,|,D1400,中, 75,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,ワンダードクトレス,,牝,3,*,三津谷隼,51,▲, , 82,,T2000,後, 43,|,T2000,後, 33,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,パヴェダイヤモンド,,牝,3,*,藤岡康太,54,  , , 95,,D1800,後, 65,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,アサバスカ,,牝,3,,秋山真一,54,  , ,  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,9,,,,,タイセイマリーン,,牝,3,*,北村友一,54,  , , 98,,D1800,中, 76,|,D1200,後, 62,=,T1200,後, 60,|,D1200,中, 69,|,D1200,中, 68,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,メイショウセセラギ,,牝,3,*,太宰啓介,54,  , , 98,+,D1800,中, 64,|,D1800,中, 75,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,トウカイヒロイン,,牝,3,*,高倉稜,54,  , ,104,,D1800,中, 60,|,T2000,中, 61,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,マッカナバラ,,牝,3,,松山弘平,54,  , , 95,,D1800,後, 68,|,D1600,中, 49,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,メイケイエンジェル,,牝,3,*,国分恭介,54,  , , 91,,D1800,中, 41,|,T2000,後, 62,+,D1200,後, 51,|,D1200,中, 46,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,ティンバレス,,牝,3,*,川田将雅,54,  , ,126,,D1800,逃, 81,|,D1800,逃, 81,|,D1800,先, 77,|,D1800,先, 69,+,D1700,先, 73,|,T1400,先, 62,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ユウキエナージー,,牝,3,,岡田祥嗣,54,  , ,115,,D1800,先, 80,|,D1800,中, 69,|,D1800,後, 75,|,T2000,中, 68,|,T1800,中, 71,|,T2000,－,除外,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,16,,,,,メイショウユウヒ,,牝,3,*,武幸四郎,54,  , ,107,,D1400,逃, 72,|,D1600,先, 72,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
