1,,1,,,,,ダイメイバーニング,,牝,3,*,花田大昂,54,  , , 85,,D1800,後, 51,|,D1600,後, 57,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ウインアシュリン,,牝,3,*,原田和真,54,  , , 96,,T1800,先, 73,|,T2200,中, 75,|,T2200,中, 68,|,T1800,中, 74,+,T2000,中, 73,|,T2000,中, 77,|,T1800,中, 77,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,コウヨウナイト,,牡,3,,小野寺祐,56,  , ,  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,サンデーウィザード,,牡,3,,松若風馬,55,☆, ,112,,T2000,中, 75,|,T2000,中, 78,+,T1800,後, 77,+,T1800,中, 78,|,T1800,中, 79,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,5,,,,,ノークライ,,セ,3,*,加藤祥太,53,▲, , 95,,D1800,中, 67,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,ダンツカペラ,,牡,3,*,菅原隆一,56,  , , 96,+,D1800,後, 64,|,T1600,中, 75,|,T2000,先, 72,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,クリノテツマン,,牡,3,*,平野優,56,  , , 95,,T2000,先, 64,|,D1400,後,10着,|,T1600,先, 74,+,D1800,後, 33,|,T1500,逃, 77,|,T1500,先, 76,|,T1500,先, 75,|,T1200,中, 71,|,T1200,先, 69,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,8,,,,,マインドシフト,,牝,3,*,西村太一,54,  , , 92,,T1800,中, 54,+,T1600,中, 75,|,T1600,中, 78,|,T1600,中, 77,|,T1600,先, 79,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,サンベイル,,牝,3,*,野中悠太,51,▲, , 95,,T2200,逃, 72,|,T2200,後, 68,|,T2000,中, 71,|,T2000,後, 71,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,マイネルクレイモア,,牡,3,*,中井裕二,56,  , ,109,,T1800,先, 77,+,T1600,中, 77,+,T1800,先, 78,|,T1800,マ, 81,|,T1600,先, 83,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,アコルダージュ,,牡,3,,木幡初也,53,▲, , 96,,T1600,中, 71,+,D1200,中, 53,|,T1200,中, 77,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,12,,,,,シベリアンアポジー,,牡,3,*,嶋田純次,56,  , , 95,+,T1600,後, 46,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,アジル,,牡,3,*,藤懸貴志,56,  , ,105,,T2000,先, 62,+,D1800,後, 36,|,D1800,後, 50,|,T2000,中, 77,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,ラムレイ,,牝,3,*,杉原誠人,54,  , ,102,,T2000,後, 75,+,T1400,先, 74,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,デスドロップ,,牝,3,*,長岡禎仁,54,  , , 84,,T2200,後, 64,|,T1600,先, 69,+,T1800,先, 70,|,T1600,後, 73,|,T1400,後, 66,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,ドリームポリーニ,,牡,3,*,伴啓太,53,▲, , 99,,T2000,先, 60,|,T1200,中, 60,|,T1200,後, 61,|,D1200,後, 56,|,T1200,逃, 81,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
