"num","y","available","regressionEquation","last_y","last2_y","last3_y","standard_deviation","mean_y","max_y","min_y","y_plus_standard_deviation","y_minus_standard_deviation"
"1","104.00","2","y=7.00x+90.00","97.00","90.00","0.00","3.50","93.50","97.00","90.00","107.50","100.50"
"2","72.68","8","y=-0.74x+78.58","70.00","76.00","76.00","3.28","76.00","83.00","70.00","75.96","69.40"
"3","104.00","4","y=5.40x+82.40","100.00","93.00","84.00","6.50","90.50","100.00","84.00","110.50","97.50"
"4","95.83","5","y=6.53x+63.20","94.00","76.25","81.00","11.16","76.25","94.00","61.00","106.99","84.66"
"5","101.80","5","y=5.20x+75.80","98.00","92.00","82.00","7.65","86.20","98.00","77.00","109.45","94.15"
"6","95.40","6","y=2.83x+78.43","84.00","99.00","90.00","7.23","85.50","99.00","77.00","102.63","88.17"
"7","99.00","5","y=3.60x+81.00","94.00","92.00","92.00","5.53","88.20","94.00","81.00","104.53","93.47"
"8","84.50","4","y=-2.60x+94.90","81.00","97.00","96.00","6.36","91.00","97.00","81.00","90.86","78.14"
"9","94.33","6","y=1.43x+85.76","96.00","85.00","92.00","4.35","89.33","96.00","83.00","98.68","89.99"
"10","118.00","4","y=14.10x+61.60","99.00","94.00","82.00","16.63","82.75","99.00","56.00","134.63","101.37"
"11","97.33","3","y=5.00x+82.33","93.00","86.00","83.00","4.19","87.33","93.00","83.00","101.52","93.14"
"12","89.13","10","y=1.10x+78.16","94.00","83.00","89.00","5.11","83.10","94.00","75.00","94.24","84.03"
"13","94.67","4","y=1.33x+89.33","92.00","91.33","96.00","3.56","91.33","96.00","86.00","98.23","91.11"
"14","100.00","4","y=3.70x+85.20","96.00","91.00","93.00","4.82","90.75","96.00","83.00","104.82","95.18"
