"num","y","available","regressionEquation","last_y","last2_y","last3_y","standard_deviation","mean_y","max_y","min_y","y_plus_standard_deviation","y_minus_standard_deviation"
"1","84.00","4","y=1.10x+79.60","81.00","83.00","84.00","2.68","81.25","84.00","77.00","86.68","81.32"
"2","86.67","3","y=7.00x+65.67","77.00","78.00","63.00","6.85","72.67","78.00","63.00","93.51","79.82"
"3","0","1","y=0x+0","79.00","0.00","0.00","0.00","79.00","79.00","79.00","0","0"
"4","0","0","y=0x+0","0.00","0.00","0.00","0","0","0","0","0","0"
"5","0","1","y=0x+0","79.00","0.00","0.00","0.00","79.00","79.00","79.00","0","0"
"6","49.00","2","y=-9.00x+67.00","58.00","67.00","0.00","4.50","62.50","67.00","58.00","53.50","44.50"
"7","60.00","2","y=-2.00x+64.00","62.00","64.00","0.00","1.00","63.00","64.00","62.00","61.00","59.00"
"8","0","1","y=0x+0","82.00","0.00","0.00","0.00","82.00","82.00","82.00","0","0"
"9","69.00","2","y=-2.00x+73.00","71.00","73.00","0.00","1.00","72.00","73.00","71.00","70.00","68.00"
"10","91.00","2","y=9.00x+73.00","82.00","73.00","0.00","4.50","77.50","82.00","73.00","95.50","86.50"
"11","63.00","2","y=-5.00x+73.00","68.00","73.00","0.00","2.50","70.50","73.00","68.00","65.50","60.50"
"12","64.00","6","y=-2.14x+76.86","74.00","53.00","79.00","10.11","71.50","83.00","53.00","74.11","53.89"
"13","0","0","y=0x+0","0.00","0.00","0.00","0","0","0","0","0","0"
"14","89.00","2","y=8.00x+73.00","81.00","73.00","0.00","4.00","77.00","81.00","73.00","93.00","85.00"
"15","0","1","y=0x+0","70.00","0.00","0.00","0.00","70.00","70.00","70.00","0","0"
"16","56.50","4","y=-3.20x+69.30","63.00","60.00","62.00","5.02","64.50","73.00","60.00","61.52","51.48"
"17","69.00","5","y=-3.00x+84.00","68.00","79.00","79.00","5.22","78.00","83.00","68.00","74.22","63.78"
"18","59.30","5","y=-2.15x+70.05","65.75","63.00","60.00","5.45","65.75","76.00","60.00","64.75","53.85"
