1,,1,,,,,ダノンロンシャン,,牡,4,*,和田竜二,57,  ,3.8,2,474,+ 4, ,100,5,,T2200,中, 78,|,T2000,逃, 89,|,T2000,先, 90,|,D1400,先,１着,|,D1400,逃,３着,|,D1400,先,１着,|,D1800,先, 75,+,D1800,逃, 76,|,D1800,先, 75,|,D1800,先, 76,|,D1800,先, 77,|,T1800,中, 72,|,T2000,先, 79,|,T1800,逃, 65,|,T1800,先, 76,|,T2000,逃, 79,|,T1800,中, 76,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,パープルパルピナ,,牡,4,*,岩崎翼,55,△,106.7,8,494,+ 2, , 91,8,,D1800,後, 80,|,D1700,逃, 51,|,D1400,先, 74,|,D1700,逃, 86,|,S3000,後,14着,|,D1800,中, 70,|,D1800,先, 77,|,D1700,逃, 57,+,D1700,先, 68,|,D1700,逃, 82,|,D1400,中, 71,|,D1400,後, 75,|,T1600,中, 70,|,T1600,中, 75,|,D1400,中, 62,|,D1800,後, 51,|,D1400,後, 66,|,D1400,後, 68,|,D1400,先, 69,|,D1400,中, 66,|,D1400,後, 47,|,D1400,後, 68,|,D1400,後, 59,|,T1800,中, 49,|,T1200,後, 60,|,T1600,先, 46,|,T1600,後, 51,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ショウナンアトラス,,牡,4,*,城戸義政,54,▲,3.1,1,498,+ 6, ,118,1,,T2000,先, 88,|,T2000,後, 90,|,T2000,中, 84,|,D1400,先,１着,|,D1400,先,１着,|,D1400,先,１着,|,T2000,中, 85,|,D1700,後, 78,|,D1800,先, 86,|,T2000,先, 79,|,T2000,逃, 80,|,T2000,先, 77,|,T2000,後, 70,|,T1800,先, 75,|,T1800,先, 75,+,T2000,中, 70,+,T2000,中, 76,|,T1800,マ, 77,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,サチヒメ,,牝,5,*,水口優也,55,  ,207.8,10,440,  0, , 89,9,=,D1800,中, 80,|,D1800,後, 69,=,D1800,後, 70,|,D1800,後, 68,=,T2400,中, 75,|,D1800,後, 72,|,D1900,後, 59,|,D1800,後, 70,=,D1400,中,８着,|,D1400,中,３着,|,D1400,後, 66,|,D1400,マ,３着,|,T2000,中, 58,|,T2000,後, 78,|,D1900,後, 44,+,D1400,後,９着,|,D1200,中, 74,|,D1200,後, 78,|,D1400,先,３着,|,D1150,後, 72,|,D1400,後,８着,+,D1400,逃,１着,|,T1200,中, 71,+,T1200,後, 67,|,D1200,後, 60,|,T1200,逃, 73,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,5,,,,,センセーション,,牝,4,*,藤田伸二,55,  ,6.2,4,472,+ 6, ,115,2,,D1600,先, 85,|,D1400,先,２着,|,T1800,中, 83,|,T1800,中, 88,+,T1800,先, 89,|,T1800,中, 89,|,T2000,先, 91,|,D1800,先, 81,|,T2000,先, 73,|,T2000,中, 75,|,T1600,後, 71,|,T1800,中, 81,|,T1600,後, 79,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,フラッシュバイオ,,牝,4,*,藤岡佑介,55,  ,13.0,7,442,- 4, , 99,6,,T1800,中, 76,+,T1800,中, 80,|,T1600,中, 63,|,T1600,中, 79,|,T1600,先, 76,|,T1600,先, 76,|,T1400,中, 75,+,T1600,中, 72,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,トウキョウタフガイ,,牡,4,*,松山弘平,57,  ,4.9,3,478,+ 6, , 96,7,+,T2200,後, 86,|,D1800,中, 85,|,D1800,中, 85,|,T2200,先, 89,|,T2000,後, 84,+,T1800,先, 91,|,T1800,後, 88,|,T2400,後, 81,|,T1800,後, 92,|,T1800,先, 83,|,T1800,中, 82,+,T1600,先, 79,|,T1800,先, 78,|,T1800,後, 75,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,,,,,チョウアコガレ,,牝,4,*,国分優作,55,  ,111.5,9,418,+ 2, , 84,10,,T2000,後, 82,|,T2000,後, 79,=,T2000,後, 80,|,D1400,後, 78,=,D1400,中, 84,+,D1400,中, 78,|,T2000,中, 79,|,T1400,後, 71,|,D1400,中, 75,+,D1400,先,１着,|,T1600,後, 58,+,T1400,中, 77,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,ゴールデンクロス,,牡,4,,加藤祥太,54,▲,12.4,6,442,-12, ,106,4,,T2000,中, 88,+,D1600,マ,１着,|,D1800,中,５着,|,D1600,先,５着,|,D2000,中,４着,|,T1600,中,12着,|,T1700,先,１着,|,D1600,マ,２着,|,T2000,－,中止,|,T2200,後, 55,|,T2400,先, 75,|,T2400,中, 72,|,T2400,先, 77,|,T1600,中, 64,|,T1800,先, 66,|,T2000,後, 68,|,T2000,先, 73,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,,,,,マイネルプレッジ,,牡,4,*,高倉稜,57,  ,7.4,5,436,+ 4, ,110,3,,T2000,マ, 87,|,T2000,中, 87,|,T2000,中, 92,|,T2200,逃, 86,|,T2200,中, 82,+,T2200,中, 80,|,T2200,先, 76,|,T2000,先, 79,|,T2000,後, 77,|,T1800,中, 76,|,T1800,中, 75,|,T1800,中, 78,|,T2000,後, 77,|,T2000,先, 74,|,T2000,中, 66,|,T1800,中, 77,|,T1200,中, 75,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
