1,,1,,,,,トウケイアロー,,牡,4,,和田竜二,57,  ,4.9,3,472,+ 2, ,112,5,,D1400,中, 87,|,D1400,先, 89,|,D1400,先,１着,|,D1400,先,１着,|,D1400,先,１着,|,D1400,逃,１着,|,D1400,逃,１着,|,D1400,逃,１着,|,D1400,先,１着,|,T2000,先, 74,|,T2000,先, 62,|,T2200,逃, 71,|,T2200,先, 75,|,T2200,先, 76,|,T2200,先, 76,|,T2000,中, 71,|,T1600,中, 70,+,D1800,後, 26,|,T1600,後, 56,+,T1800,後, 60,|,T1600,中, 66,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ディーセントワーク,,牡,4,*,加藤祥太,54,▲,16.7,7,496,- 6, ,101,8,,D1400,中, 78,+,D1400,逃, 93,|,D1400,先, 88,|,D1200,中, 80,+,D1200,中, 67,|,D1400,先, 80,|,D1400,中, 75,+,D1200,先, 75,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,アバンサル,,牡,4,,藤田伸二,57,  ,19.5,8,502,- 2, , 99,10,,D1400,中, 83,|,D1400,中, 90,|,D1400,後, 90,|,D1400,中, 82,|,D1400,後, 85,|,D1400,後, 90,|,D1400,後, 80,|,D1400,後, 91,|,D1400,後, 87,+,D1800,先, 67,|,D1400,後, 81,|,D1400,後, 89,|,D1400,中, 81,|,D1400,後, 66,|,D1800,後,14着,|,T2000,先, 67,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ゴーザトップ,,牡,4,*,太宰啓介,57,  ,11.1,5,484,  0, ,102,7,,D1400,先, 85,+,D1700,先, 82,|,T1600,中, 79,+,D2000,先, 86,|,D1800,中, 79,|,D1800,先, 89,+,D1800,逃, 80,|,D1800,中, 79,|,T1800,後, 70,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,サウンドアドバイス,,牝,5,*,国分優作,55,  ,6.1,4,456,  0, ,119,1,,D1400,先, 83,|,D1400,逃, 92,|,D1200,逃, 87,|,D1400,逃, 89,|,D1400,先,２着,|,D1150,中, 84,|,T1200,後, 79,+,T1000,中, 82,+,D1000,中, 78,|,D1200,中, 78,|,T1200,先, 88,|,T1000,中, 87,|,T1000,中, 86,+,T1200,後, 69,+,T1200,中, 79,|,D1200,後, 78,|,D1400,先, 74,|,D1400,逃, 86,=,T1400,中, 73,|,T1200,中, 87,+,T1600,先, 79,|,T1200,先, 80,|,T1400,中, 77,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,カノヤプレジデント,,セ,5,,中村将之,57,  ,48.5,10,482,+ 4, ,115,4,,D1700,マ, 89,|,D1700,中, 84,|,D1400,中, 85,|,D1700,中, 82,|,D1400,後, 87,|,D1800,中, 87,|,D1800,後, 85,|,D1700,マ, 85,|,D1700,マ, 90,|,D1800,後, 80,|,D1700,マ, 90,|,D1700,中, 88,|,D1800,後, 75,|,D2000,後, 75,+,D1800,後, 87,|,D1800,後, 92,|,D1800,中, 93,|,D1800,後, 85,|,D1900,後, 86,+,D1700,後, 82,|,D1800,中, 82,|,D1800,後, 81,|,D1800,中, 80,|,T2400,先, 77,|,D1800,後, 72,|,D1800,中, 82,|,D1400,中, 76,|,D1400,中, 81,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,シュネール,,牡,4,*,松山弘平,57,  ,4.2,2,504,  0, ,118,2,,D1400,後, 88,|,D1800,先, 87,|,D1800,先, 95,|,T2000,後, 90,|,T2000,後, 90,+,T1600,後, 89,|,T1600,マ, 88,|,T1700,先, 87,+,T1600,中, 88,|,D1400,先,１着,+,D1400,－,中止,|,T1800,先, 74,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,8,,,,,クァンタムギア,,牡,4,*,藤岡佑介,57,  ,11.5,6,468,- 4, ,111,6,,D1400,中, 87,|,D1400,後, 81,|,D1400,中, 90,|,D1400,先, 84,+,D1400,中, 88,|,D1400,先, 91,|,D1700,中, 74,+,D1800,先, 83,|,D1600,中, 84,|,D1800,中, 80,|,D1800,中, 78,|,D1800,中, 70,+,D1800,先, 75,|,D1800,先, 77,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,パフュームスター,,牝,4,*,城戸義政,52,▲,147.0,14,480,- 2, , 91,13,,D1400,中, 83,|,D1700,後, 62,|,D1200,後, 80,|,D1400,先,１着,|,D1600,先,１着,|,D1400,先,１着,|,D1400,マ,１着,|,D1000,中, 64,|,D1400,先, 64,+,T1400,後, 32,|,T1600,先, 55,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,ゼロワンシンジロー,,牡,6,*,水口優也,57,  ,240.1,16,490,- 2, , 96,12,,D1200,先, 67,|,D1400,逃, 68,|,D1800,逃, 37,|,D1400,中, 76,|,D1200,中, 83,|,D1400,先, 85,+,D1400,先, 77,|,D1400,中, 86,+,D1400,先, 88,|,D1400,後, 90,|,T1200,中, 78,|,T1200,中, 81,+,D1400,先, 95,|,D1200,後, 86,+,D1700,後, 60,|,D1200,中, 91,+,D1200,中, 83,+,D1200,先, 82,|,D1200,中, 78,|,D1400,中, 76,+,T1200,後, 77,|,D1700,中, 69,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,コリャコリャ,,牝,4,*,岩崎翼,53,△,160.1,15,460,- 4, , 85,14,,D1700,後, 65,+,D1400,中, 76,|,D1400,後, 86,|,D1400,中, 80,|,T1600,後, 81,|,D1400,先, 81,+,D1400,中, 67,|,D1400,中, 80,|,D1800,先, 60,|,T1600,後, 70,+,T1200,中, 71,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,チュウワワンダー,,牡,5,*,川島信二,57,  ,64.8,12,478,+ 6, , 99,10,,D1150,後, 83,|,D1400,後, 77,|,D1400,後, 89,=,D1800,後, 75,|,D1700,中, 88,|,D1700,中, 86,|,D1400,後, 83,+,D1150,中, 84,|,D1300,先, 85,=,D1400,逃, 69,|,D1400,後, 82,+,D1400,後, 90,|,D1400,後, 91,|,D1200,後, 77,|,D1400,先,１着,|,D1400,逃,１着,|,D1600,先,３着,|,D1400,逃,１着,|,D1400,逃,２着,|,D1200,中, 74,+,D1400,後, 72,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,アドマイヤレイ,,牡,6,,藤岡康太,57,  ,51.4,11,526,+10, ,100,9,+,D1700,先, 65,|,D1400,中, 83,|,D1400,後, 86,+,D1900,逃, 78,+,T2000,先, 82,|,T1800,中, 81,+,D1800,先, 80,+,D1800,中, 70,|,D1700,逃, 97,+,T1600,先, 87,|,T2000,先, 94,|,T2200,先, 89,|,T1800,先, 84,|,T1800,中, 81,|,T1800,中, 78,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,ミッキーナイト,,牡,4,*,高倉稜,57,  ,32.1,9,470,- 2, ,  0,,,D1400,先,１着,|,D1400,先,１着,|,D1400,逃,２着,|,D1400,逃,１着,|,D1400,－,取消,+,D1700,中, 63,|,D1700,中, 54,|,D1700,先, 78,|,D1700,－,中止,+,D1400,中, 73,|,D1400,先, 80,|,D1400,中, 81,|,T1600,後, 74,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,メイショウホウトウ,,牡,4,*,酒井学,57,  ,4.1,1,490,- 2, ,116,3,+,D1400,先, 88,|,D1400,中, 87,|,D1400,先, 96,+,D1400,先, 83,|,D1400,先, 85,|,D1400,先, 82,|,D1400,中, 75,|,D1400,先, 79,+,D1200,中, 74,|,D1400,先, 79,|,D1400,先, 83,|,D1400,中, 79,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,リナクリスタル,,牝,4,*,北村友一,55,  ,71.9,13,446,+ 4, ,  0,,,D1400,逃,１着,|,D1400,逃,１着,|,D1400,逃,２着,|,D1400,先,２着,|,D1400,先,４着,|,D1400,逃,１着,+,D1400,中, 74,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
