1,B,1,,,,,キングラナキラ,,牡,4,*,西村太一,57,  ,61.9,518,+ 2, , 93,,D2400,先, 58,|,D2400,先, 84,+,T2000,中, 79,|,D1400,先,１着,|,D1400,先,２着,=,D1400,先,１着,|,D1700,中, 73,=,D1700,中, 74,|,D1800,先, 69,|,D1700,中, 73,+,T2200,後, 61,|,T2000,後, 67,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ブレイクアウト,,牡,4,*,森一馬,57,  ,9.6,474,  0, ,100,,D1800,中, 84,=,T1800,先, 81,|,T1800,先, 90,|,T1200,後, 79,|,D1400,後, 73,|,D1150,後, 82,|,D1400,中, 86,+,D1400,中, 86,|,D1400,先, 89,|,D1400,中, 88,|,D1400,先, 85,=,T1400,先, 76,|,T1200,先, 79,|,T1600,先, 77,+,T1600,中, 78,|,T1200,後, 78,|,T1400,先, 76,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,3,,,,,エミネントレコード,,牡,4,*,義英真,54,▲,3.7,486,- 4, ,117,,D1700,逃, 88,|,D1400,先,６着,+,D1200,先, 80,|,D1150,中, 88,|,D1400,逃, 89,|,D1400,先, 89,+,D1400,先, 86,|,D1400,先, 83,+,D1400,先, 76,|,D1400,中, 76,|,D1400,中, 74,+,T1600,逃, 64,|,T1400,先, 72,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,アフリカンブルー,,セ,4,*,小野寺祐,57,  ,171.9,486,+ 2, , 93,,D1200,先, 74,|,D1200,中, 80,|,D1400,中, 72,+,D1200,中, 80,|,D1300,先,１着,=,D1400,逃,１着,|,D1300,逃,１着,|,D1800,先, 73,|,D1700,逃, 69,|,T2200,先, 56,|,D1800,先, 45,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,5,,,,,ジュガンティーヤ,,牡,4,*,井上敏樹,54,▲,3.3,530,+12, ,122,,D1700,先, 89,|,D1800,逃, 86,|,D1800,逃, 84,+,D1700,中, 75,|,D1600,中, 78,|,D1800,中, 72,|,D1700,中, 68,|,D1700,先, 80,|,D1700,先, 74,|,D1700,先, 80,=,D1700,中, 77,|,D1400,中, 75,|,D1400,中, 76,|,D1800,先, 75,|,D1800,後, 65,|,D1400,後, 66,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,トラヴィス,,牡,4,,藤懸貴志,57,  ,10.6,482,+ 2, ,103,=,D1800,中, 84,|,D1700,中, 75,|,D1900,先, 75,+,D1400,逃,１着,|,D1700,先,２着,|,D1700,先,１着,|,D1800,中, 73,|,T2600,中, 70,|,T2000,後, 53,+,T2200,後, 75,+,T2000,後, 54,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,7,,,,,チャオ,,牡,4,*,杉原誠人,57,  ,23.2,472,+10, ,100,,D1800,後, 76,|,D1900,後, 82,=,D1800,中, 83,|,D1800,先, 85,|,D1800,中, 78,|,D1700,マ, 78,+,D1800,後, 65,|,D1700,後, 73,+,D1800,後, 78,|,D1800,先, 79,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,8,,,,,ネオヴァンデロア,,牡,5,,木幡初也,54,▲,34.7,522,+ 2, ,102,,D1700,後, 70,|,D1800,中, 81,|,D2100,中, 59,|,D1800,後, 73,|,D1600,後, 69,|,D2100,中, 47,+,D1700,中, 84,+,D1800,中, 79,|,D1800,中, 81,|,D1600,後, 74,|,D1800,後, 87,|,D1600,中, 74,|,D1800,後, 77,|,D1700,中, 79,|,D1600,先, 80,|,D1600,中, 77,|,T2000,中, 71,|,T2000,先, 72,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,,,,,プレスアテンション,,牡,4,,松若風馬,56,☆,6.6,514,- 2, ,101,,T2000,中, 81,+,D1800,中, 83,|,D1400,先,１着,|,D1700,先,１着,|,D1500,マ,２着,|,T1800,中, 72,|,T1800,中, 81,|,T1800,後, 79,|,T2000,先, 64,|,T1800,中, 69,|,T2000,マ, 81,+,T1800,後, 73,+,D1800,中, 51,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,10,,,,,ロンギングケイシー,,牡,4,*,中井裕二,57,  ,19.4,476,+ 2, , 93,,T2600,逃, 72,|,T2400,中, 82,|,T2200,先, 84,|,D1900,中, 62,+,D1800,先, 78,|,T2000,中, 66,|,T2000,先, 75,|,T2000,先, 75,|,T1800,後, 66,|,T1800,逃, 69,|,T2000,マ, 76,|,T1800,中, 72,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,,,,,オンワードハンター,,牡,4,*,嶋田純次,57,  ,5.4,460,+ 4, , 97,,D1800,後, 82,|,D1900,中, 88,|,D1700,後, 81,|,D1800,中, 87,|,D1800,後, 77,|,D1800,後, 85,=,D1800,中, 75,|,D1700,先, 84,|,D2000,中, 71,|,D1700,中, 76,|,D1700,先, 92,|,D1700,中, 75,+,D1800,中, 73,|,D1800,中, 62,|,D1800,先, 77,|,T2000,後, 65,|,D1800,中, 79,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,,,,,カフジホーク,,牡,4,*,花田大昂,57,  ,213.3,432,+ 4, , 85,,D1400,後,６着,+,D1400,後, 78,|,D1400,後, 83,+,D1400,先,１着,|,D1400,後, 67,+,D1400,中, 71,|,D1400,中, 68,|,D1200,後, 74,|,D1200,中, 74,|,D1200,中, 70,+,T1200,後, 69,|,T1400,中, 66,+,D1400,中, 63,|,T1200,後, 74,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
