"num","y","available","regressionEquation","last_y","last2_y","last3_y","standard_deviation","mean_y","max_y","min_y","y_plus_standard_deviation","y_minus_standard_deviation"
"1","102.04","14","y=1.04x+87.43","95.00","99.00","95.00","6.95","94.21","104.00","77.00","108.99","95.09"
"2","95.27","11","y=2.23x+70.77","99.00","86.00","91.00","7.87","81.91","99.00","71.00","103.14","87.41"
"3","91.06","17","y=1.70x+62.18","75.00","88.00","83.00","10.62","75.77","96.00","53.00","101.68","80.44"
"4","82.00","7","y=0.39x+79.25","89.00","74.00","71.00","6.84","80.43","91.00","71.00","88.84","75.16"
"5","91.46","36","y=0.48x+74.27","87.00","87.00","94.00","7.90","82.63","95.00","66.00","99.36","83.56"
"6","92.82","29","y=0.37x+82.03","94.00","97.00","87.00","8.19","87.24","99.00","69.00","101.01","84.63"
"7","87.89","8","y=1.14x+78.75","85.00","91.00","91.00","12.73","82.75","92.00","51.00","100.62","75.17"
"8","86.97","9","y=0.82x+79.62","70.00","95.00","90.00","7.43","82.89","95.00","70.00","94.40","79.54"
"9","101.67","10","y=3.16x+70.09","86.00","94.00","99.00","12.03","84.30","99.00","53.00","113.70","89.63"
"10","86.40","16","y=0.97x+70.82","81.00","82.00","86.00","6.39","78.13","90.00","67.00","92.79","80.01"
"11","84.35","9","y=1.95x+66.75","90.00","74.57","86.00","8.94","74.57","90.00","57.00","93.29","75.40"
"12","86.44","44","y=0.31x+72.65","79.39","79.39","79.39","7.63","79.39","98.00","59.00","94.06","78.81"
